sk_consulta,sk_medico,sk_data,sk_tipo_consulta,preco_consulta,nota
66675,112019,2057,2.0,,4.7
66676,141877,28,2.0,140.0,2.2
66677,88356,686,2.0,,3.6
66678,155609,1627,2.0,,0.7
66679,151412,379,2.0,,1.8
66680,37668,711,1.0,,0.1
66681,76031,354,2.0,,1.8
66682,85953,1527,2.0,600.0,2.2
66683,128399,134,2.0,,2.3
66684,87445,864,2.0,,2.3
66685,45375,564,2.0,100.0,0.1
66686,97722,53,2.0,,3.5
66687,151693,1142,2.0,,2.0
66688,142461,1922,2.0,,0.6
66689,91379,29,2.0,,3.7
66690,60106,1861,2.0,,2.8
66691,42190,1694,2.0,,0.9
66692,153757,644,2.0,,1.2
66693,52858,2124,2.0,,3.5
66694,28734,973,2.0,,3.6
66695,140796,1909,2.0,,3.9
66696,35824,136,2.0,300.0,1.5
66697,62550,1061,2.0,,2.2
66698,112000,74,2.0,60.0,3.0
66699,39718,960,1.0,300.0,0.3
66700,88017,2142,2.0,,4.4
66701,159810,476,2.0,,3.5
66702,276,186,2.0,500.0,1.6
66703,49304,317,1.0,440.0,2.8
66704,15511,1141,2.0,,3.6
66705,48014,1906,2.0,350.0,2.6
66706,94737,1781,2.0,,2.3
66707,8389,2021,2.0,,4.6
66708,43936,1274,2.0,,1.5
66709,157338,388,2.0,,0.6
66710,8752,617,1.0,650.0,2.3
66711,51677,90,2.0,,1.6
66712,53939,1522,2.0,,2.4
66713,87946,1280,2.0,,0.8
66714,160313,1219,2.0,,0.4
66715,34839,1274,2.0,,2.5
66716,121618,144,2.0,,2.0
66717,158291,1155,2.0,,0.5
66718,97861,312,2.0,,4.0
66719,6595,134,2.0,,2.2
66720,105950,1164,2.0,250.0,1.1
66721,1099,1312,2.0,100.0,3.9
66722,33226,1454,2.0,,4.7
66723,104038,188,2.0,,3.6
66724,145402,1964,2.0,,3.4
66725,95090,1764,2.0,,2.9
66726,162692,1161,2.0,60.0,2.5
66727,100245,63,2.0,,4.4
66728,80903,1784,2.0,,0.1
66729,8892,252,2.0,,4.0
66730,68356,1172,2.0,,3.2
66731,136766,1943,2.0,,3.0
66732,107426,1451,2.0,,2.6
66733,3069,1967,2.0,,4.6
66734,90045,112,2.0,,4.5
66735,152311,1389,2.0,,3.7
66736,133899,1190,2.0,,3.2
66737,133921,1951,2.0,,2.1
66738,14039,727,2.0,,1.3
66739,86139,1601,2.0,,3.1
66740,34592,838,2.0,,4.6
66741,126198,665,2.0,,3.5
66742,29443,2126,2.0,,5.0
66743,87925,1064,2.0,200.0,2.6
66744,100411,2181,2.0,,3.4
66745,131908,1350,2.0,170.0,0.4
66746,109781,1554,2.0,,0.2
66747,35656,1588,2.0,200.0,0.1
66748,125330,799,2.0,,3.3
66749,17211,1266,2.0,350.0,1.9
66750,98024,865,2.0,,3.7
66751,7535,1996,1.0,,2.1
66752,102987,1118,2.0,,3.3
66753,24343,493,2.0,,4.3
66754,3018,1298,2.0,400.0,2.1
66755,157458,1437,2.0,,1.5
66756,131382,2094,2.0,,3.6
66757,85466,1220,2.0,150.0,3.3
66758,44349,978,1.0,300.0,2.3
66759,11133,154,2.0,,0.9
66760,148640,1973,2.0,,4.2
66761,86909,1006,2.0,,3.9
66762,98712,2061,2.0,250.0,2.4
66763,986,1675,1.0,200.0,4.1
66764,125706,1384,2.0,550.0,2.1
66765,107055,1756,2.0,,3.9
66766,21685,547,2.0,,4.0
66767,160135,434,2.0,,0.8
66768,58975,1414,2.0,,2.9
66769,141054,1477,2.0,,1.2
66770,21557,1285,1.0,350.0,4.7
66771,4158,1948,2.0,600.0,4.5
66772,13049,2094,2.0,,4.5
66773,69538,1981,2.0,,2.6
66774,120459,412,2.0,,2.0
66775,35531,1383,2.0,,4.3
66776,138304,1793,1.0,140.0,3.5
66777,105197,925,2.0,,2.3
66778,102285,1140,2.0,,3.9
66779,122777,1673,2.0,,0.2
66780,113551,206,2.0,,2.4
66781,122346,1513,2.0,,3.3
66782,45828,1699,2.0,,2.2
66783,74363,1683,2.0,,4.0
66784,34620,106,2.0,,4.3
66785,136573,1833,2.0,,5.0
66786,147163,891,2.0,,4.7
66787,91047,2116,2.0,400.0,4.3
66788,122474,950,1.0,,4.3
66789,7612,288,1.0,600.0,0.6
66790,56171,664,2.0,,4.3
66791,27177,1523,2.0,,2.8
66792,45812,1004,2.0,9.0,1.1
66793,77744,1464,2.0,,3.0
66794,138347,1004,2.0,,3.2
66795,62960,412,2.0,,1.7
66796,15041,137,2.0,300.0,3.7
66797,156300,452,2.0,,4.1
66798,22806,1050,2.0,,3.8
66799,156573,1236,2.0,,0.9
66800,9045,496,2.0,,4.1
66801,70570,71,2.0,,1.7
66802,47781,1189,2.0,35.0,4.8
66803,56915,1923,2.0,,1.1
66804,2590,861,1.0,450.0,0.4
66805,67344,1089,2.0,,4.1
66806,9518,672,1.0,500.0,1.3
66807,59598,1730,2.0,,0.2
66808,159301,340,2.0,,3.2
66809,118798,533,2.0,,2.1
66810,115583,421,2.0,,1.0
66811,92718,1857,2.0,,1.9
66812,86684,1337,2.0,100.0,4.1
66813,73350,1092,2.0,,1.0
66814,54951,1500,2.0,,1.8
66815,117834,326,2.0,,1.2
66816,31131,1044,2.0,,0.6
66817,64397,1077,2.0,,1.9
66818,24742,279,2.0,,3.6
66819,130263,2141,2.0,,4.2
66820,8132,124,2.0,300.0,4.4
66821,91428,296,2.0,,3.4
66822,122299,307,2.0,,0.9
66823,145205,807,2.0,,3.7
66824,67887,131,2.0,,2.7
66825,17619,1141,1.0,450.0,4.3
66826,140795,702,2.0,,3.1
66827,44684,1093,2.0,,0.6
66828,39900,1450,2.0,,2.4
66829,20156,956,1.0,130.0,3.3
66830,29814,259,1.0,400.0,0.8
66831,75697,1275,2.0,,0.5
66832,129701,1728,2.0,,0.3
66833,123474,2012,2.0,,3.7
66834,122299,1530,2.0,,3.8
66835,99674,496,1.0,120.0,3.3
66836,46278,488,2.0,,4.6
66837,3907,2072,1.0,500.0,1.6
66838,98783,1166,2.0,,0.9
66839,150740,1615,2.0,,3.9
66840,132994,541,2.0,,1.7
66841,160272,1547,2.0,,1.0
66842,48632,734,2.0,,2.7
66843,125896,1993,2.0,150.0,4.3
66844,49634,7,2.0,,2.2
66845,145803,33,2.0,300.0,4.1
66846,123781,2092,2.0,,2.4
66847,108469,771,2.0,,0.3
66848,153040,372,2.0,,0.8
66849,31,19,1.0,600.0,1.8
66850,72442,783,2.0,,3.4
66851,125791,931,2.0,,0.2
66852,16524,626,2.0,,4.0
66853,127743,2108,2.0,,0.9
66854,120377,1195,2.0,,4.1
66855,82181,2095,2.0,,4.6
66856,161253,916,2.0,120.0,3.7
66857,26720,968,2.0,,1.2
66858,162453,1200,2.0,,1.3
66859,96469,1339,2.0,100.0,0.9
66860,19468,785,2.0,,0.4
66861,119947,1062,2.0,,4.3
66862,42635,1179,2.0,,4.0
66863,97642,9,2.0,150.0,0.6
66864,119389,1144,2.0,,0.7
66865,124991,830,1.0,,4.6
66866,13715,1586,2.0,300.0,1.7
66867,147262,2076,2.0,,3.2
66868,84313,2165,2.0,,1.8
66869,141014,1723,2.0,,1.5
66870,86280,2118,2.0,,0.6
66871,45290,1936,2.0,,1.2
66872,157801,635,2.0,,1.1
66873,105964,2115,2.0,,3.1
66874,6202,1436,2.0,,2.4
66875,62481,1665,2.0,,4.4
66876,135046,509,2.0,,1.0
66877,84747,922,2.0,85.0,4.1
66878,158056,541,2.0,,4.6
66879,143832,1448,2.0,,3.1
66880,100111,1161,2.0,,4.7
66881,25327,1710,2.0,100.0,3.2
66882,71915,217,2.0,80.0,1.9
66883,99538,2098,2.0,,1.8
66884,115685,1553,1.0,120.0,1.3
66885,139693,450,2.0,,3.8
66886,43276,336,2.0,,1.9
66887,84009,530,1.0,120.0,1.2
66888,81586,2037,2.0,,1.7
66889,18926,2044,2.0,,3.4
66890,85136,559,2.0,,4.1
66891,91789,1173,2.0,200.0,2.8
66892,131752,337,2.0,,3.0
66893,111003,592,2.0,,3.4
66894,54502,1972,2.0,,1.5
66895,48175,1509,2.0,,0.6
66896,111735,369,2.0,,2.7
66897,25991,456,2.0,,2.2
66898,125394,1796,2.0,,3.9
66899,89451,106,2.0,,0.9
66900,28412,795,2.0,,0.1
66901,34661,743,2.0,,1.3
66902,85247,567,2.0,,4.4
66903,28018,816,2.0,,0.7
66904,16057,1037,1.0,170.0,1.8
66905,159922,1804,2.0,,0.9
66906,155298,1266,2.0,,1.8
66907,72588,2073,2.0,,1.0
66908,7005,235,2.0,,0.4
66909,145862,394,2.0,,3.3
66910,100784,413,2.0,100.0,3.9
66911,26633,32,2.0,,2.5
66912,50873,77,1.0,150.0,2.0
66913,138056,538,1.0,150.0,0.2
66914,54028,1946,2.0,,3.5
66915,49225,1080,2.0,,0.2
66916,95633,1440,2.0,,3.7
66917,137275,1061,2.0,,0.7
66918,45557,180,2.0,,4.3
66919,107829,1645,2.0,,0.9
66920,10535,464,1.0,350.0,4.0
66921,21469,1872,2.0,,2.1
66922,56477,2171,2.0,,1.0
66923,61412,1577,2.0,,0.9
66924,45991,490,2.0,150.0,2.2
66925,49926,1988,2.0,,0.2
66926,133159,851,2.0,,0.2
66927,12069,1794,2.0,,2.1
66928,98791,530,2.0,,4.0
66929,159992,1630,2.0,,0.8
66930,83644,2033,2.0,,1.9
66931,76845,1895,2.0,,3.9
66932,56603,1910,2.0,,2.1
66933,49545,374,2.0,,4.7
66934,138719,1959,2.0,80.0,2.0
66935,6161,2069,1.0,500.0,2.8
66936,124087,1378,2.0,,4.4
66937,126622,11,2.0,,2.0
66938,50029,1294,2.0,,4.5
66939,118839,1316,2.0,400.0,3.8
66940,38178,254,2.0,,3.4
66941,148697,2110,2.0,,4.4
66942,49527,131,2.0,,2.7
66943,53651,629,2.0,,3.8
66944,85507,1946,2.0,,2.7
66945,159975,369,2.0,,4.2
66946,118899,728,2.0,,4.1
66947,80353,1583,2.0,300.0,0.5
66948,16512,258,2.0,,1.3
66949,96351,1865,2.0,,4.3
66950,1696,2171,1.0,,4.6
66951,124925,2105,2.0,,0.9
66952,25368,642,2.0,,4.4
66953,124876,498,2.0,450.0,3.1
66954,131016,1230,2.0,,3.6
66955,25867,2070,2.0,,2.9
66956,789,2154,1.0,220.0,4.1
66957,81326,1457,2.0,,3.1
66958,65086,267,2.0,,3.3
66959,11648,1251,1.0,,4.5
66960,17297,1182,1.0,200.0,2.2
66961,105658,1445,2.0,,0.9
66962,38959,1614,2.0,,0.0
66963,124442,1141,2.0,,0.9
66964,48437,2040,2.0,,5.0
66965,133860,248,1.0,140.0,4.7
66966,112087,2151,2.0,,1.1
66967,9583,647,2.0,,1.2
66968,139212,1282,2.0,,4.9
66969,96024,413,2.0,,4.6
66970,94449,1315,2.0,,4.4
66971,37906,1191,2.0,,2.6
66972,93372,1280,2.0,,4.4
66973,51201,634,2.0,,2.1
66974,84904,312,2.0,,2.4
66975,22389,856,2.0,,0.3
66976,56404,654,2.0,,2.4
66977,142788,483,2.0,150.0,3.1
66978,9646,516,2.0,,4.8
66979,78765,1023,2.0,,2.2
66980,84785,850,2.0,,3.7
66981,68815,1277,2.0,,4.6
66982,81771,388,2.0,,2.2
66983,25101,1447,2.0,,2.1
66984,56083,1180,2.0,,1.4
66985,54019,1415,2.0,,4.9
66986,71903,1969,2.0,,2.0
66987,119985,1530,2.0,,3.1
66988,158038,608,2.0,,4.1
66989,45007,157,2.0,65.0,4.0
66990,159658,643,2.0,,2.9
66991,33695,470,2.0,400.0,1.4
66992,84410,1938,2.0,,1.8
66993,81292,1618,2.0,,4.1
66994,140085,234,2.0,,3.1
66995,33626,1288,2.0,,4.5
66996,148809,783,2.0,,1.9
66997,109858,1054,2.0,,1.3
66998,91688,1347,2.0,,2.7
66999,40852,1638,2.0,,1.3
67000,22314,749,2.0,,2.7
67001,163719,1145,2.0,,1.0
67002,70341,1414,2.0,,0.7
67003,138856,1790,2.0,,0.6
67004,92106,203,2.0,,2.7
67005,99017,859,2.0,250.0,0.8
67006,112309,1378,2.0,90.0,1.4
67007,89592,1425,2.0,,3.1
67008,108572,1656,2.0,,0.2
67009,153134,583,2.0,,4.6
67010,23531,1375,2.0,,0.5
67011,113319,1579,2.0,,2.9
67012,150981,651,2.0,,2.0
67013,121799,1831,2.0,,4.2
67014,90953,330,2.0,,4.7
67015,37213,2182,2.0,,4.9
67016,153322,1670,2.0,,2.7
67017,71039,1250,2.0,,3.4
67018,122625,516,2.0,100.0,4.9
67019,98671,1036,2.0,,2.3
67020,42817,451,2.0,,3.6
67021,42487,1591,2.0,,1.6
67022,144077,150,2.0,,2.3
67023,157168,955,2.0,,3.8
67024,7318,313,2.0,,3.1
67025,126735,74,2.0,,1.2
67026,69684,1925,2.0,200.0,3.9
67027,85596,541,2.0,,0.0
67028,86965,709,2.0,,2.4
67029,117309,1718,2.0,120.0,1.1
67030,140223,345,2.0,,1.3
67031,35720,507,2.0,,1.9
67032,62965,1477,2.0,750.0,3.6
67033,18806,499,1.0,150.0,1.0
67034,120419,2055,2.0,,3.8
67035,136170,1892,2.0,200.0,0.5
67036,40930,1060,2.0,,1.1
67037,48707,350,1.0,160.0,1.4
67038,93193,2029,2.0,,2.7
67039,138281,1156,2.0,,3.2
67040,122982,1018,2.0,,0.1
67041,59352,689,2.0,,3.8
67042,163736,1953,2.0,,0.6
67043,104758,942,2.0,,4.5
67044,131406,1715,2.0,,5.0
67045,143446,396,2.0,,2.8
67046,120634,2068,2.0,,0.3
67047,144833,2189,2.0,150.0,4.8
67048,148754,526,2.0,,0.0
67049,6553,417,2.0,,1.7
67050,56781,936,2.0,,0.3
67051,131788,185,2.0,,4.0
67052,92676,47,2.0,,4.3
67053,2744,1616,1.0,,3.6
67054,32866,963,2.0,400.0,4.2
67055,132833,1984,2.0,,0.4
67056,60456,1861,2.0,,4.7
67057,58656,675,2.0,180.0,2.7
67058,54552,507,2.0,,0.1
67059,112747,700,2.0,,2.0
67060,146589,449,2.0,,4.1
67061,68014,598,2.0,,2.6
67062,24509,709,2.0,,4.3
67063,13079,2011,2.0,,2.2
67064,94901,1601,2.0,,2.2
67065,35569,1920,2.0,300.0,2.2
67066,138401,1719,2.0,250.0,0.1
67067,29358,2024,2.0,,3.9
67068,107234,1175,2.0,,0.9
67069,140431,273,2.0,,2.4
67070,58428,430,2.0,,3.2
67071,66306,206,2.0,,0.1
67072,25923,365,2.0,300.0,1.9
67073,155922,1478,2.0,,1.4
67074,164409,145,2.0,,0.5
67075,100918,98,2.0,,4.1
67076,143671,344,2.0,,1.9
67077,28161,1053,2.0,,4.6
67078,149043,983,2.0,,4.5
67079,141745,367,2.0,,2.2
67080,122009,1957,2.0,220.0,2.4
67081,78576,959,2.0,,4.0
67082,34193,500,2.0,200.0,2.3
67083,99485,529,2.0,,2.1
67084,54917,1993,2.0,150.0,2.9
67085,148169,1998,2.0,,3.1
67086,118422,35,2.0,,0.3
67087,73049,2159,2.0,,4.5
67088,43699,990,2.0,,0.3
67089,149858,1120,2.0,,1.2
67090,9705,388,1.0,500.0,3.2
67091,7528,77,2.0,500.0,2.5
67092,29978,1299,2.0,1600.0,1.6
67093,101772,1063,2.0,,2.0
67094,114543,1419,2.0,,0.8
67095,18254,1003,2.0,,0.8
67096,123975,317,2.0,,0.5
67097,84631,66,2.0,,3.3
67098,112192,469,2.0,150.0,1.3
67099,147023,1585,2.0,180.0,0.9
67100,53330,1929,2.0,,0.9
67101,132321,465,2.0,,4.3
67102,83680,1623,2.0,,1.3
67103,162949,2087,2.0,,1.6
67104,50046,490,2.0,,2.7
67105,9278,2025,2.0,200.0,0.0
67106,92410,1025,2.0,,3.4
67107,132311,1430,2.0,200.0,2.4
67108,125101,549,2.0,,0.4
67109,147197,1336,2.0,,0.6
67110,1544,238,1.0,,3.9
67111,146221,1059,2.0,,2.0
67112,72166,331,2.0,,3.2
67113,57120,297,2.0,,4.5
67114,144007,203,2.0,,0.9
67115,68876,1208,2.0,,2.3
67116,53703,1057,1.0,220.0,1.5
67117,91582,509,2.0,,2.1
67118,49363,2001,2.0,,4.7
67119,137612,250,2.0,,0.8
67120,142522,12,2.0,,4.4
67121,160775,1653,2.0,,4.7
67122,40269,1755,2.0,,4.1
67123,98605,1510,2.0,,1.5
67124,37959,1965,2.0,,1.5
67125,24116,223,1.0,,1.1
67126,112075,1395,2.0,,0.8
67127,14774,1496,2.0,,4.4
67128,140669,1414,2.0,,4.9
67129,151037,617,2.0,,1.0
67130,20040,1376,1.0,400.0,2.1
67131,24900,1312,2.0,,2.9
67132,148758,147,2.0,,3.7
67133,40413,1749,2.0,,0.2
67134,33834,1790,1.0,150.0,1.7
67135,65462,734,2.0,200.0,0.9
67136,100231,1008,2.0,,1.6
67137,130034,301,2.0,,1.5
67138,114460,1356,2.0,,4.6
67139,128425,1734,2.0,120.0,0.6
67140,116639,100,2.0,,2.4
67141,93560,650,2.0,,3.7
67142,32488,1245,2.0,,1.1
67143,43633,1127,2.0,,4.7
67144,125446,445,2.0,,2.9
67145,604,631,1.0,600.0,4.8
67146,31164,333,2.0,,3.2
67147,150470,1066,2.0,,0.6
67148,75928,1940,2.0,,3.8
67149,137880,2183,2.0,,2.2
67150,58810,2084,2.0,,4.1
67151,125420,2066,2.0,,2.5
67152,34874,1097,2.0,,0.0
67153,133109,1279,2.0,,1.0
67154,160382,1001,2.0,,4.7
67155,88107,1973,2.0,,4.7
67156,121559,1024,2.0,,0.8
67157,106981,1927,2.0,,1.6
67158,127542,1388,2.0,,3.5
67159,87630,812,2.0,,4.7
67160,29482,353,2.0,,2.0
67161,88826,1765,2.0,,0.8
67162,31931,1050,2.0,200.0,2.0
67163,59273,1963,2.0,,3.1
67164,31866,1909,2.0,300.0,0.6
67165,12731,279,1.0,400.0,3.9
67166,100823,483,2.0,,0.9
67167,125736,1068,2.0,,0.7
67168,47169,337,2.0,,1.4
67169,157601,2108,2.0,,1.9
67170,101687,156,2.0,,1.5
67171,8079,880,2.0,,1.7
67172,81096,1315,2.0,100.0,2.4
67173,17465,1194,2.0,,0.1
67174,59199,200,2.0,200.0,3.5
67175,67469,1390,2.0,,2.7
67176,731,875,1.0,800.0,2.0
67177,111034,1945,2.0,,2.8
67178,67862,1161,2.0,,0.9
67179,54356,1996,2.0,,2.3
67180,68991,1026,2.0,,3.7
67181,69466,698,2.0,300.0,1.3
67182,15830,412,2.0,,4.1
67183,96933,500,2.0,,3.0
67184,160825,1423,2.0,,3.2
67185,14825,1991,1.0,300.0,2.0
67186,22320,1675,1.0,500.0,3.5
67187,78881,1885,2.0,,0.3
67188,90459,1467,2.0,,2.8
67189,121597,1049,2.0,,2.2
67190,126941,918,2.0,,3.4
67191,88989,650,2.0,120.0,0.3
67192,154733,519,2.0,,1.9
67193,150060,2033,2.0,,2.5
67194,102002,522,2.0,100.0,2.9
67195,11623,570,1.0,300.0,1.1
67196,24701,451,2.0,400.0,2.6
67197,63659,727,2.0,,0.8
67198,131617,674,2.0,,4.6
67199,141185,315,2.0,,0.0
67200,119711,2101,2.0,,3.4
67201,1665,1599,1.0,400.0,2.7
67202,40951,358,2.0,500.0,3.2
67203,108192,227,2.0,,1.3
67204,15229,1987,1.0,400.0,4.4
67205,31791,767,2.0,,3.3
67206,136053,1272,2.0,,4.5
67207,132512,1244,2.0,,2.4
67208,72466,1483,2.0,,2.4
67209,82871,2171,2.0,200.0,1.8
67210,102738,960,2.0,,3.9
67211,132161,1109,2.0,,1.6
67212,43033,251,2.0,,3.0
67213,37589,1890,2.0,,4.3
67214,99142,1737,2.0,,3.2
67215,20084,2029,1.0,300.0,4.0
67216,86919,2023,2.0,,0.4
67217,127231,1317,2.0,,3.5
67218,47544,196,2.0,350.0,3.6
67219,139394,1911,2.0,,0.3
67220,610,287,1.0,400.0,1.3
67221,95555,469,2.0,,2.1
67222,115763,1268,2.0,1500.0,0.7
67223,57641,1996,2.0,,2.4
67224,106192,1749,2.0,,3.0
67225,140567,1902,2.0,,4.9
67226,22012,969,1.0,150.0,4.2
67227,2079,1269,1.0,160.0,0.8
67228,118859,1579,2.0,,2.7
67229,1644,491,1.0,500.0,2.2
67230,84928,293,2.0,,1.3
67231,43858,310,2.0,,2.5
67232,156719,1068,2.0,,0.6
67233,48880,1641,2.0,,2.3
67234,69653,325,2.0,350.0,0.6
67235,12343,578,2.0,,2.6
67236,100763,1392,2.0,300.0,3.2
67237,59659,2061,2.0,100.0,2.7
67238,68182,646,2.0,80.0,4.5
67239,37371,789,2.0,,1.4
67240,100468,1200,2.0,,3.9
67241,131128,1374,2.0,,4.9
67242,30084,577,2.0,250.0,4.5
67243,33147,1583,1.0,,4.1
67244,83377,882,2.0,,0.7
67245,30721,563,2.0,180.0,3.1
67246,70477,219,2.0,,2.3
67247,155589,2158,2.0,,1.5
67248,18976,2153,2.0,,4.9
67249,14742,1891,2.0,105.0,4.3
67250,15034,512,2.0,,1.1
67251,7669,659,1.0,200.0,2.1
67252,75630,205,2.0,,1.4
67253,39006,1199,2.0,,1.5
67254,144802,7,2.0,,3.8
67255,122755,164,2.0,400.0,1.2
67256,95799,118,2.0,,2.5
67257,79640,572,2.0,,0.2
67258,152017,573,2.0,,1.6
67259,85798,1129,2.0,530.0,1.0
67260,104449,1033,2.0,,0.4
67261,132962,2033,2.0,,3.8
67262,12395,1289,2.0,,4.3
67263,68486,1695,2.0,,1.8
67264,85756,1326,2.0,,3.0
67265,95007,1773,2.0,,3.0
67266,161044,25,2.0,,2.6
67267,156690,1431,2.0,,3.6
67268,51840,1208,1.0,200.0,2.4
67269,65624,1816,2.0,,1.1
67270,158724,473,2.0,,0.5
67271,117995,992,2.0,,4.3
67272,105703,302,2.0,100.0,5.0
67273,90602,1580,2.0,350.0,1.7
67274,83451,1481,2.0,300.0,1.4
67275,159872,345,2.0,,1.9
67276,157026,1210,2.0,,0.6
67277,34582,1736,2.0,,3.2
67278,134600,549,2.0,,4.4
67279,123293,164,2.0,,4.4
67280,134688,1637,2.0,,4.1
67281,152425,739,2.0,,2.1
67282,139480,1468,2.0,,4.2
67283,99543,785,2.0,,3.6
67284,128878,723,2.0,,2.0
67285,158977,2129,2.0,150.0,3.8
67286,64517,1970,2.0,12000.0,3.0
67287,44257,990,2.0,100.0,2.5
67288,47877,1770,2.0,,1.4
67289,6197,828,2.0,,1.6
67290,71003,1672,2.0,80.0,3.6
67291,49736,504,2.0,800.0,3.0
67292,72599,823,2.0,,0.1
67293,118735,318,2.0,120.0,4.1
67294,91167,1496,2.0,,3.0
67295,157298,1253,2.0,,3.5
67296,51864,1697,2.0,,4.7
67297,158824,1126,2.0,,1.9
67298,114208,478,2.0,,2.2
67299,102619,652,2.0,300.0,2.0
67300,101299,1472,2.0,,3.4
67301,398,1084,1.0,400.0,0.2
67302,89521,1168,2.0,,2.1
67303,111933,863,2.0,,0.1
67304,162991,942,2.0,,4.9
67305,111781,1578,2.0,,1.1
67306,140979,2130,2.0,,4.6
67307,23127,1271,2.0,530.0,1.3
67308,68678,2127,2.0,100.0,3.9
67309,61573,1884,2.0,,4.6
67310,16998,1189,2.0,,1.8
67311,144093,45,2.0,,4.4
67312,109471,943,2.0,180.0,4.8
67313,139764,1079,2.0,1500.0,0.1
67314,151440,550,2.0,,4.6
67315,61503,387,2.0,,0.0
67316,127204,2063,2.0,,3.3
67317,89469,501,2.0,,0.3
67318,92067,335,2.0,,1.8
67319,65373,712,2.0,,3.6
67320,158623,2040,2.0,,2.2
67321,158649,901,2.0,,0.1
67322,113526,1330,2.0,,3.6
67323,164455,1882,2.0,,2.7
67324,145452,1465,2.0,,3.3
67325,159090,30,2.0,,0.7
67326,23771,1573,2.0,180.0,4.0
67327,53106,455,2.0,,0.1
67328,95067,1365,2.0,,1.1
67329,120233,1079,2.0,160.0,0.7
67330,135014,1776,2.0,,0.7
67331,40314,1501,2.0,,3.9
67332,12844,1773,2.0,400.0,1.3
67333,92120,1893,2.0,70.0,1.6
67334,63496,790,2.0,,1.3
67335,41102,1370,2.0,,3.7
67336,152240,43,2.0,150.0,2.3
67337,55723,2143,2.0,,1.6
67338,133841,214,2.0,100.0,3.4
67339,73673,721,2.0,100.0,2.6
67340,105862,101,2.0,100.0,1.9
67341,43319,1187,2.0,,0.8
67342,28469,533,2.0,,2.4
67343,145651,542,2.0,,1.6
67344,119940,1164,2.0,,1.0
67345,135382,554,2.0,,1.4
67346,13269,2192,2.0,400.0,3.5
67347,141705,174,2.0,,1.9
67348,95643,110,2.0,,4.0
67349,92478,875,2.0,,3.4
67350,132337,368,2.0,,4.9
67351,24607,1184,2.0,,4.1
67352,148881,538,2.0,,4.1
67353,71128,2,2.0,,2.5
67354,85136,159,2.0,,4.3
67355,140078,198,2.0,,0.6
67356,77728,108,2.0,,0.4
67357,151144,1683,2.0,,3.4
67358,157648,2136,2.0,,4.2
67359,434,790,2.0,150.0,3.6
67360,74125,1518,2.0,,3.9
67361,161630,1562,2.0,,4.2
67362,78140,2028,2.0,,4.8
67363,27026,892,2.0,,1.7
67364,122427,1077,2.0,,3.3
67365,65410,1356,2.0,,4.9
67366,53402,1789,2.0,,1.9
67367,34649,1164,2.0,,1.7
67368,142485,479,2.0,,1.0
67369,16445,603,2.0,,1.5
67370,97023,1577,2.0,400.0,0.8
67371,95651,827,2.0,,1.6
67372,31440,238,2.0,,3.9
67373,28321,360,2.0,,2.0
67374,102210,1819,2.0,,1.7
67375,29745,40,2.0,,4.4
67376,160978,175,2.0,,4.2
67377,138125,2067,2.0,,3.1
67378,146481,368,2.0,,3.2
67379,11071,1656,2.0,,2.2
67380,18300,1984,2.0,,2.6
67381,94890,505,2.0,,3.4
67382,70076,2078,2.0,,1.3
67383,52500,1928,2.0,,1.6
67384,80071,1461,2.0,150.0,4.9
67385,13650,1846,2.0,,0.1
67386,111182,832,2.0,,4.5
67387,30401,667,2.0,,3.9
67388,905,1459,2.0,800.0,1.3
67389,141266,1533,2.0,,1.2
67390,117038,1245,2.0,,2.5
67391,30616,422,2.0,,3.9
67392,145582,440,2.0,,0.5
67393,6812,1385,2.0,250.0,0.9
67394,151654,1644,2.0,400.0,1.0
67395,78038,891,2.0,,0.4
67396,163704,1413,2.0,,2.8
67397,92536,1708,2.0,,3.8
67398,107109,1210,2.0,,4.1
67399,52509,1794,2.0,120.0,1.6
67400,89041,991,2.0,,0.4
67401,113578,1855,2.0,,2.4
67402,5473,1974,2.0,,0.3
67403,39091,173,2.0,,1.0
67404,60604,700,2.0,20000.0,2.5
67405,93714,61,2.0,,1.4
67406,129305,349,2.0,,0.9
67407,128998,1305,2.0,,0.1
67408,134941,1722,2.0,,3.6
67409,82651,596,2.0,,2.0
67410,143886,1057,2.0,,3.5
67411,54467,203,2.0,,0.4
67412,67709,844,2.0,300.0,1.1
67413,136431,878,2.0,,3.3
67414,63210,1626,2.0,,0.2
67415,12572,1823,2.0,,4.2
67416,160437,556,2.0,,2.1
67417,42035,644,2.0,,1.2
67418,53076,952,2.0,,2.9
67419,117120,461,2.0,,4.1
67420,92795,1754,2.0,,3.1
67421,54946,1057,2.0,,4.0
67422,116496,592,2.0,,0.4
67423,91774,1240,2.0,,0.6
67424,140586,51,2.0,,2.8
67425,38804,2069,2.0,,4.5
67426,22204,1799,2.0,,3.4
67427,89228,1206,2.0,,4.0
67428,162397,305,2.0,,1.7
67429,64684,1568,2.0,,1.7
67430,101767,472,2.0,,2.3
67431,76629,369,2.0,,3.0
67432,66337,1565,2.0,,2.4
67433,67336,534,2.0,,2.1
67434,48168,1712,2.0,,0.1
67435,126609,610,2.0,300.0,3.0
67436,20228,1295,2.0,,1.1
67437,74720,1269,2.0,,1.1
67438,128578,277,2.0,,3.5
67439,102807,2000,2.0,,1.4
67440,161458,203,2.0,,1.8
